GEOID,GEO.display.label,pop,pop.white,pop.not.white,pct.white,pct.not.white
17031801605,17031801605,5599,4832,767,0.863011252,0.136988748
17031801606,17031801606,6066,5139,927,0.847181009,0.152818991
17031801607,17031801607,5287,3786,1501,0.716096085,0.283903915
17031801608,17031801608,6564,5206,1358,0.793113955,0.206886045
17031801701,17031801701,3728,3328,400,0.892703863,0.107296137
17031801800,17031801800,5619,5052,567,0.899092365,0.100907635
17031801902,17031801902,3223,2990,233,0.927707105,0.072292895
17031802002,17031802002,5071,4326,745,0.853086176,0.146913824
17031802003,17031802003,2684,2036,648,0.7585693,0.2414307
17031802100,17031802100,3573,3336,237,0.933669186,0.066330814
17031802300,17031802300,4840,3870,970,0.799586777,0.200413223
17031802402,17031802402,4821,3418,1403,0.708981539,0.291018461
17031802505,17031802505,6844,4200,2644,0.613676213,0.386323787
17031802506,17031802506,2508,1756,752,0.70015949,0.29984051
17031802609,17031802609,6699,3977,2722,0.593670697,0.406329303
17031802610,17031802610,1729,1435,294,0.829959514,0.170040486
17031802701,17031802701,6952,5077,1875,0.730293441,0.269706559
17031802702,17031802702,4498,3551,947,0.789461983,0.210538017
17031805201,17031805201,3406,2413,993,0.708455666,0.291544334
17031805202,17031805202,4028,3110,918,0.772095333,0.227904667
17031805301,17031805301,3496,2169,1327,0.620423341,0.379576659
17031805302,17031805302,3602,2398,1204,0.665741255,0.334258745
17031805401,17031805401,3841,3323,518,0.865139287,0.134860713
17031805501,17031805501,3400,3205,195,0.942647059,0.057352941
17031805600,17031805600,4511,4345,166,0.963201064,0.036798936
17031805701,17031805701,5074,4895,179,0.964722113,0.035277887
17031805702,17031805702,2015,1869,146,0.927543424,0.072456576
17031805801,17031805801,2400,2271,129,0.94625,0.05375
17031805802,17031805802,4926,4606,320,0.935038571,0.064961429
17031805901,17031805901,3834,3313,521,0.864110589,0.135889411
17031806001,17031806001,5812,3052,2760,0.52512044,0.47487956
17031806002,17031806002,7550,3985,3565,0.52781457,0.47218543
17031806003,17031806003,8109,3486,4623,0.429892712,0.570107288
17031806102,17031806102,3973,3135,838,0.789076265,0.210923735
17031806103,17031806103,5238,4196,1042,0.80106911,0.19893089
17031806104,17031806104,4206,2468,1738,0.586780789,0.413219211
17031806300,17031806300,4960,4239,721,0.854637097,0.145362903
17031806400,17031806400,2494,2107,387,0.844827586,0.155172414
17031806501,17031806501,2773,1443,1330,0.520375045,0.479624955
17031806502,17031806502,4205,3097,1108,0.736504162,0.263495838
17031806600,17031806600,3490,2778,712,0.795988539,0.204011461
17031806700,17031806700,4409,3414,995,0.774325244,0.225674756
17031806802,17031806802,3300,2078,1222,0.62969697,0.37030303
17031806900,17031806900,4713,2754,1959,0.584341184,0.415658816
17031807100,17031807100,3817,2756,1061,0.72203301,0.27796699
17031807400,17031807400,6518,3674,2844,0.563669837,0.436330163
17031807500,17031807500,3189,1833,1356,0.574788335,0.425211665
17031807700,17031807700,5933,3656,2277,0.616214394,0.383785606
17031807800,17031807800,2624,1874,750,0.714176829,0.285823171
17031807900,17031807900,4074,3005,1069,0.73760432,0.26239568
17031808001,17031808001,3646,2289,1357,0.6278113,0.3721887
17031808002,17031808002,4870,3131,1739,0.642915811,0.357084189
17031808100,17031808100,3931,3467,464,0.881963877,0.118036123
17031808301,17031808301,5625,3710,1915,0.659555556,0.340444444
17031808302,17031808302,3934,2468,1466,0.627351296,0.372648704
17031808400,17031808400,4411,2913,1498,0.660394468,0.339605532
17031808500,17031808500,4073,2864,1209,0.703167199,0.296832801
17031808800,17031808800,3955,3374,581,0.853097345,0.146902655
17031809100,17031809100,3387,3027,360,0.893711249,0.106288751
17031809200,17031809200,4611,810,3801,0.175666884,0.824333116
17031809300,17031809300,4816,3401,1415,0.706187708,0.293812292
17031809400,17031809400,5804,4084,1720,0.703652653,0.296347347
17031809500,17031809500,3670,2784,886,0.758583106,0.241416894
17031809700,17031809700,3649,1648,2001,0.451630584,0.548369416
17031809900,17031809900,2855,2398,457,0.839929947,0.160070053
17031810000,17031810000,4896,3972,924,0.81127451,0.18872549
17031810200,17031810200,5739,2343,3396,0.408259279,0.591740721
17031810301,17031810301,4002,1863,2139,0.465517241,0.534482759
17031810302,17031810302,3250,1808,1442,0.556307692,0.443692308
17031810400,17031810400,5350,5069,281,0.947476636,0.052523364
17031810501,17031810501,5049,4777,272,0.946127946,0.053872054
17031810600,17031810600,4717,3876,841,0.821708713,0.178291287
17031810701,17031810701,4916,4106,810,0.835231896,0.164768104
17031810702,17031810702,3918,3164,754,0.807554875,0.192445125
17031810800,17031810800,5324,4694,630,0.881667919,0.118332081
17031810900,17031810900,6429,5271,1158,0.819878675,0.180121325
17031811000,17031811000,4296,3867,429,0.900139665,0.099860335
17031811100,17031811100,6520,5727,793,0.878374233,0.121625767
17031811301,17031811301,4845,3246,1599,0.66996904,0.33003096
17031811302,17031811302,3778,2236,1542,0.591847538,0.408152462
17031811401,17031811401,4842,3692,1150,0.762494837,0.237505163
17031811402,17031811402,4433,3222,1211,0.726821566,0.273178434
17031811500,17031811500,5895,4709,1186,0.798812553,0.201187447
17031811600,17031811600,6213,5057,1156,0.813938516,0.186061484
17031811701,17031811701,3858,2320,1538,0.601347849,0.398652151
17031811900,17031811900,5738,4804,934,0.837225514,0.162774486
17031812000,17031812000,5434,4671,763,0.859587781,0.140412219
17031812100,17031812100,4560,2684,1876,0.588596491,0.411403509
17031812200,17031812200,3942,3115,827,0.790208016,0.209791984
17031812301,17031812301,3972,2683,1289,0.675478348,0.324521652
17031812302,17031812302,2818,2131,687,0.756210078,0.243789922
17031812400,17031812400,3491,3005,486,0.860784875,0.139215125
17031812500,17031812500,3375,1880,1495,0.557037037,0.442962963
17031812600,17031812600,3706,2029,1677,0.547490556,0.452509444
17031812700,17031812700,3216,2195,1021,0.682524876,0.317475124
17031812900,17031812900,4749,3697,1052,0.77847968,0.22152032
17031813000,17031813000,3873,2571,1302,0.663826491,0.336173509
17031813100,17031813100,4538,2531,2007,0.557734685,0.442265315
17031813301,17031813301,3502,1517,1985,0.433181039,0.566818961
17031813400,17031813400,7551,3769,3782,0.499139187,0.500860813
17031813500,17031813500,6994,3294,3700,0.470975122,0.529024878
17031813600,17031813600,5334,2853,2481,0.534870641,0.465129359
17031813701,17031813701,3780,1880,1900,0.497354497,0.502645503
17031813702,17031813702,4263,2129,2134,0.499413559,0.500586441
17031813801,17031813801,2893,1464,1429,0.506049084,0.493950916
17031814000,17031814000,4746,2494,2252,0.525495154,0.474504846
17031814100,17031814100,4544,2585,1959,0.568882042,0.431117958
17031814200,17031814200,7375,3486,3889,0.472677966,0.527322034
17031814400,17031814400,7654,4762,2892,0.622158349,0.377841651
17031814700,17031814700,5646,3109,2537,0.550655331,0.449344669
17031815000,17031815000,4131,2066,2065,0.500121036,0.499878964
17031815100,17031815100,4435,2791,1644,0.629312289,0.370687711
17031815200,17031815200,6967,4300,2667,0.61719535,0.38280465
17031815300,17031815300,3617,2634,983,0.728227813,0.271772187
17031815400,17031815400,5502,4089,1413,0.743184297,0.256815703
17031815500,17031815500,7989,5027,2962,0.629240205,0.370759795
17031815600,17031815600,4973,4163,810,0.83712045,0.16287955
17031815701,17031815701,3927,3539,388,0.901196842,0.098803158
17031815702,17031815702,5128,4682,446,0.913026521,0.086973479
17031815800,17031815800,1566,1500,66,0.957854406,0.042145594
17031815900,17031815900,4392,2266,2126,0.515938069,0.484061931
17031816000,17031816000,3330,2216,1114,0.665465465,0.334534535
17031816100,17031816100,6445,3332,3113,0.516989915,0.483010085
17031816200,17031816200,4192,2668,1524,0.636450382,0.363549618
17031816300,17031816300,4800,2832,1968,0.59,0.41
17031816401,17031816401,5142,2921,2221,0.5680669,0.4319331
17031816402,17031816402,4404,2459,1945,0.55835604,0.44164396
17031816500,17031816500,4438,2370,2068,0.534024335,0.465975665
17031816600,17031816600,4828,2196,2632,0.454846727,0.545153273
17031816700,17031816700,2809,1605,1204,0.571377714,0.428622286
17031816800,17031816800,5368,2630,2738,0.489940387,0.510059613
17031816900,17031816900,5885,1191,4694,0.202378929,0.797621071
17031817000,17031817000,5459,868,4591,0.15900348,0.84099652
17031817101,17031817101,4542,407,4135,0.089608102,0.910391898
17031817102,17031817102,3189,182,3007,0.057071182,0.942928818
17031817200,17031817200,4684,234,4450,0.049957301,0.950042699
17031817400,17031817400,4204,1768,2436,0.420551855,0.579448145
17031817500,17031817500,3623,262,3361,0.07231576,0.92768424
17031817600,17031817600,3997,338,3659,0.084563423,0.915436577
17031817700,17031817700,4929,251,4678,0.050923108,0.949076892
17031817900,17031817900,5632,913,4719,0.162109375,0.837890625
17031818000,17031818000,4234,1848,2386,0.436466698,0.563533302
17031818200,17031818200,4702,2869,1833,0.610165887,0.389834113
17031818300,17031818300,5826,2050,3776,0.351870923,0.648129077
17031818401,17031818401,3634,2140,1494,0.588882774,0.411117226
17031818402,17031818402,3051,2242,809,0.734841036,0.265158964
17031818500,17031818500,5682,4774,908,0.840197114,0.159802886
17031818900,17031818900,4299,3780,519,0.87927425,0.12072575
17031819000,17031819000,5117,4944,173,0.966191128,0.033808872
17031819100,17031819100,4552,3351,1201,0.73615993,0.26384007
17031819300,17031819300,2693,2396,297,0.889714074,0.110285926
17031819400,17031819400,5538,4577,961,0.82647165,0.17352835
17031819500,17031819500,3212,2317,895,0.72135741,0.27864259
17031819600,17031819600,4010,3829,181,0.954862843,0.045137157
17031819700,17031819700,5917,5693,224,0.962142978,0.037857022
17031819801,17031819801,5278,5124,154,0.970822281,0.029177719
17031819802,17031819802,2678,2586,92,0.965646004,0.034353996
17031820101,17031820101,6937,6426,511,0.926337033,0.073662967
17031820103,17031820103,4016,3533,483,0.879731076,0.120268924
17031820104,17031820104,4165,3656,509,0.877791116,0.122208884
17031820201,17031820201,7827,6990,837,0.893062476,0.106937524
17031820202,17031820202,3536,2750,786,0.777714932,0.222285068
17031820400,17031820400,5701,2827,2874,0.495877916,0.504122084
17031820501,17031820501,6115,5267,848,0.861324612,0.138675388
17031820502,17031820502,5150,4289,861,0.832815534,0.167184466
17031820603,17031820603,5254,4492,762,0.854967644,0.145032356
17031820604,17031820604,3839,3372,467,0.878353738,0.121646262
17031820605,17031820605,4604,1613,2991,0.350347524,0.649652476
17031820700,17031820700,6786,4601,2185,0.678013557,0.321986443
17031820800,17031820800,3626,2721,905,0.750413679,0.249586321
17031820901,17031820901,5686,4634,1052,0.814984172,0.185015828
17031820902,17031820902,5017,3822,1195,0.761809847,0.238190153
17031821002,17031821002,5593,4822,771,0.862149115,0.137850885
17031821101,17031821101,4784,3853,931,0.805392977,0.194607023
17031821102,17031821102,4047,3134,913,0.774400791,0.225599209
17031821200,17031821200,6003,1867,4136,0.311011161,0.688988839
17031821300,17031821300,5519,1976,3543,0.358035876,0.641964124
17031821600,17031821600,4393,2301,2092,0.523787844,0.476212156
17031821700,17031821700,4889,4139,750,0.846594396,0.153405604
17031821800,17031821800,5337,4069,1268,0.762413341,0.237586659
17031821900,17031821900,5233,4206,1027,0.803745461,0.196254539
17031822101,17031822101,4480,3839,641,0.856919643,0.143080357
17031822102,17031822102,4414,3256,1158,0.737652923,0.262347077
17031822200,17031822200,3703,3265,438,0.881717526,0.118282474
17031822301,17031822301,3836,3386,450,0.882690302,0.117309698
17031822302,17031822302,4484,3711,773,0.827609277,0.172390723
17031822400,17031822400,6226,5399,827,0.867169933,0.132830067
17031822500,17031822500,4455,3856,599,0.865544332,0.134455668
17031822601,17031822601,4470,4048,422,0.905592841,0.094407159
17031822602,17031822602,7061,6014,1047,0.851720719,0.148279281
17031822701,17031822701,4181,3286,895,0.785936379,0.214063621
17031822702,17031822702,3745,3091,654,0.825367156,0.174632844
17031822801,17031822801,3345,2895,450,0.865470852,0.134529148
17031822802,17031822802,3616,3348,268,0.925884956,0.074115044
17031822900,17031822900,2042,1763,279,0.863369246,0.136630754
17031823001,17031823001,6450,5174,1276,0.802170543,0.197829457
17031823101,17031823101,4412,4014,398,0.909791478,0.090208522
17031823102,17031823102,3641,3288,353,0.903048613,0.096951387
17031823200,17031823200,4877,4033,844,0.826942793,0.173057207
17031823302,17031823302,5794,3257,2537,0.562133241,0.437866759
17031823303,17031823303,4519,3464,1055,0.76654127,0.23345873
17031823304,17031823304,5927,4064,1863,0.685675721,0.314324279
17031823400,17031823400,5052,2343,2709,0.463776722,0.536223278
17031823500,17031823500,4545,2707,1838,0.59559956,0.40440044
17031823602,17031823602,6267,5823,444,0.929152705,0.070847295
17031823605,17031823605,4547,4073,474,0.895755443,0.104244557
17031823703,17031823703,7940,6782,1158,0.854156171,0.145843829
17031823705,17031823705,4618,4071,547,0.881550455,0.118449545
17031823801,17031823801,5716,5355,361,0.936843947,0.063156053
17031823803,17031823803,6760,6243,517,0.92352071,0.07647929
17031823901,17031823901,3519,3150,369,0.895140665,0.104859335
17031823903,17031823903,4707,4442,265,0.943700871,0.056299129
17031823904,17031823904,4016,3829,187,0.953436255,0.046563745
17031824105,17031824105,6845,6381,464,0.932213294,0.067786706
17031824107,17031824107,6493,5922,571,0.912059141,0.087940859
17031824108,17031824108,8063,6644,1419,0.824010914,0.175989086
17031824113,17031824113,6562,5934,628,0.90429747,0.09570253
17031824114,17031824114,4709,4234,475,0.899129327,0.100870673
17031824115,17031824115,3920,3441,479,0.877806122,0.122193878
17031824117,17031824117,9868,9000,868,0.912038914,0.087961086
17031824119,17031824119,5675,5164,511,0.909955947,0.090044053
17031824120,17031824120,8680,7820,860,0.900921659,0.099078341
17031824121,17031824121,3174,2940,234,0.926275992,0.073724008
17031824122,17031824122,6423,5893,530,0.917484042,0.082515958
17031824300,17031824300,4814,316,4498,0.065641878,0.934358122
17031824400,17031824400,2317,1167,1150,0.503668537,0.496331463
17031824503,17031824503,6740,6135,605,0.910237389,0.089762611
17031824505,17031824505,6869,5848,1021,0.851361188,0.148638812
17031824506,17031824506,7617,6929,688,0.909675725,0.090324275
17031824507,17031824507,4214,3787,427,0.898671096,0.101328904
17031824601,17031824601,4394,3932,462,0.894856623,0.105143377
17031824602,17031824602,6545,5491,1054,0.838961039,0.161038961
17031824701,17031824701,3962,2904,1058,0.73296315,0.26703685
17031824702,17031824702,5607,3680,1927,0.656322454,0.343677546
17031824800,17031824800,7756,3817,3939,0.492135121,0.507864879
17031824900,17031824900,3079,748,2331,0.242936018,0.757063982
17031825200,17031825200,2009,1361,648,0.677451468,0.322548532
17031825302,17031825302,6277,5186,1091,0.826190856,0.173809144
17031825304,17031825304,4056,3592,464,0.885601578,0.114398422
17031825400,17031825400,5419,4898,521,0.9038568,0.0961432
17031825501,17031825501,5583,659,4924,0.118036898,0.881963102
17031825503,17031825503,6608,1249,5359,0.189013317,0.810986683
17031825504,17031825504,3734,259,3475,0.069362614,0.930637386
17031825600,17031825600,5627,868,4759,0.154256264,0.845743736
17031825700,17031825700,4206,1096,3110,0.260580124,0.739419876
17031825802,17031825802,5850,591,5259,0.101025641,0.898974359
17031825803,17031825803,5811,776,5035,0.133539838,0.866460162
17031825900,17031825900,3374,880,2494,0.26081802,0.73918198
17031826100,17031826100,6414,1934,4480,0.301527908,0.698472092
17031826201,17031826201,3596,510,3086,0.141824249,0.858175751
17031826202,17031826202,5873,1561,4312,0.26579261,0.73420739
17031826301,17031826301,3956,493,3463,0.124620829,0.875379171
17031826303,17031826303,4162,290,3872,0.069678039,0.930321961
17031826304,17031826304,3203,173,3030,0.054011864,0.945988136
17031826401,17031826401,4072,182,3890,0.044695481,0.955304519
17031826600,17031826600,5540,291,5249,0.052527076,0.947472924
17031826800,17031826800,5436,1668,3768,0.306843267,0.693156733
17031826901,17031826901,1894,57,1837,0.030095037,0.969904963
17031827100,17031827100,2716,78,2638,0.028718704,0.971281296
17031827200,17031827200,4140,486,3654,0.117391304,0.882608696
17031827500,17031827500,5382,999,4383,0.185618729,0.814381271
17031827801,17031827801,4998,1695,3303,0.339135654,0.660864346
17031827802,17031827802,3385,518,2867,0.153028065,0.846971935
17031827804,17031827804,3308,607,2701,0.183494559,0.816505441
17031827901,17031827901,2605,328,2277,0.125911708,0.874088292
17031827902,17031827902,4524,1866,2658,0.412466844,0.587533156
17031828000,17031828000,5147,3208,1939,0.623275695,0.376724305
17031828100,17031828100,4844,3780,1064,0.780346821,0.219653179
17031828201,17031828201,4290,2357,1933,0.549417249,0.450582751
17031828202,17031828202,4585,2511,2074,0.547655398,0.452344602
17031828300,17031828300,3264,2206,1058,0.675857843,0.324142157
17031828401,17031828401,3644,2703,941,0.741767289,0.258232711
17031828402,17031828402,3843,2002,1841,0.520947177,0.479052823
17031830500,17031830500,4660,3023,1637,0.648712446,0.351287554
17031830600,17031830600,5005,2499,2506,0.499300699,0.500699301
17031831100,17031831100,7453,4293,3160,0.576009661,0.423990339
17031831300,17031831300,1280,215,1065,0.16796875,0.83203125
17031831400,17031831400,2964,501,2463,0.16902834,0.83097166
17031831500,17031831500,4079,2364,1715,0.579553812,0.420446188
17031831700,17031831700,2075,1302,773,0.62746988,0.37253012
17031831900,17031831900,2717,2490,227,0.916451969,0.083548031
17031832000,17031832000,1798,1597,201,0.888209121,0.111790879
17031832100,17031832100,3297,2343,954,0.710646042,0.289353958
17031832500,17031832500,3606,3023,583,0.838325014,0.161674986
17031832600,17031832600,3727,3420,307,0.917628119,0.082371881
17031832900,17031832900,2212,1471,741,0.665009042,0.334990958
17031833100,17031833100,6895,4751,2144,0.689050036,0.310949964
17031833900,17031833900,2714,621,2093,0.228813559,0.771186441
17031834200,17031834200,4944,41,4903,0.00829288,0.99170712
17031834400,17031834400,3772,185,3587,0.049045599,0.950954401
17031834600,17031834600,3778,35,3743,0.009264161,0.990735839
17031834800,17031834800,1953,8,1945,0.004096262,0.995903738
17031835000,17031835000,5778,891,4887,0.154205607,0.845794393
17031835100,17031835100,5369,2123,3246,0.395418141,0.604581859
17031835200,17031835200,2060,1404,656,0.681553398,0.318446602
17031836000,17031836000,2177,60,2117,0.027560864,0.972439136
17031836200,17031836200,1529,1019,510,0.666448659,0.333551341
17031836800,17031836800,2661,119,2542,0.04472003,0.95527997
17031838000,17031838000,2561,454,2107,0.177274502,0.822725498
17031838300,17031838300,1631,480,1151,0.294297977,0.705702023
17031838600,17031838600,1598,74,1524,0.046307885,0.953692115
17031838700,17031838700,4484,54,4430,0.012042819,0.987957181
17031839000,17031839000,7311,4989,2322,0.682396389,0.317603611
17031839100,17031839100,4350,2737,1613,0.629195402,0.370804598
17031839200,17031839200,2545,269,2276,0.105697446,0.894302554
17031839700,17031839700,4326,2440,1886,0.564031438,0.435968562
17031839800,17031839800,2730,1503,1227,0.550549451,0.449450549
17031839900,17031839900,4080,2763,1317,0.677205882,0.322794118
17031840000,17031840000,2695,1435,1260,0.532467532,0.467532468
17031840100,17031840100,2935,886,2049,0.301873935,0.698126065
17031840300,17031840300,3950,1710,2240,0.432911392,0.567088608
17031840700,17031840700,4249,1707,2542,0.401741586,0.598258414
17031840800,17031840800,3716,1680,2036,0.452099031,0.547900969
17031841100,17031841100,7254,401,6853,0.055279846,0.944720154
17031841400,17031841400,1559,53,1506,0.033996151,0.966003849
17031841700,17031841700,1442,248,1194,0.171983356,0.828016644
17031841800,17031841800,2505,37,2468,0.014770459,0.985229541
17031841900,17031841900,4865,2601,2264,0.534635149,0.465364851
17031842000,17031842000,2744,1059,1685,0.385932945,0.614067055
17031842200,17031842200,2603,1292,1311,0.496350365,0.503649635
17031842400,17031842400,3304,31,3273,0.009382567,0.990617433
17031842600,17031842600,4133,2675,1458,0.647229615,0.352770385
17031842800,17031842800,7498,3642,3856,0.485729528,0.514270472
17031842900,17031842900,2341,343,1998,0.146518582,0.853481418
17031843100,17031843100,1892,111,1781,0.058668076,0.941331924
17031843200,17031843200,2780,1387,1393,0.498920863,0.501079137
17031843500,17031843500,11309,3188,8121,0.281899372,0.718100628
17031843700,17031843700,2117,1656,461,0.782239017,0.217760983
17031843800,17031843800,2110,616,1494,0.291943128,0.708056872
17031843900,17031843900,3533,129,3404,0.036512879,0.963487121
17097864522,17097864522,4705,4356,349,0.925823592,0.074176408
17097864801,17097864801,5536,4872,664,0.880057803,0.119942197
17097864802,17097864802,2661,2486,175,0.93423525,0.06576475
17097864901,17097864901,4294,4103,191,0.955519329,0.044480671
17097864903,17097864903,4829,4488,341,0.929384966,0.070615034
17097864904,17097864904,2404,2216,188,0.921797005,0.078202995
17097865400,17097865400,4232,3605,627,0.8518431,0.1481569
17097865502,17097865502,2420,2262,158,0.934710744,0.065289256
17097865600,17097865600,3525,3381,144,0.959148936,0.040851064
17097865700,17097865700,5781,5380,401,0.930634838,0.069365162
17097865801,17097865801,3084,2840,244,0.920881971,0.079118029
17097865802,17097865802,3034,2888,146,0.951878708,0.048121292
17031010100,17031010100,4854,1810,3044,0.37288834,0.62711166
17031010501,17031010501,4091,2018,2073,0.493277927,0.506722073
17031010502,17031010502,3101,1820,1281,0.586907449,0.413092551
17031010702,17031010702,5143,2381,2762,0.462959362,0.537040638
17031020301,17031020301,4750,3965,785,0.834736842,0.165263158
17031020500,17031020500,6214,2167,4047,0.348728677,0.651271323
17031020601,17031020601,6353,3908,2445,0.615142452,0.384857548
17031030103,17031030103,1928,1150,778,0.596473029,0.403526971
17031030200,17031030200,5369,3918,1451,0.729744831,0.270255169
17031030300,17031030300,3322,1716,1606,0.516556291,0.483443709
17031030400,17031030400,2684,1818,866,0.677347243,0.322652757
17031030500,17031030500,6395,4386,2009,0.685848319,0.314151681
17031030603,17031030603,2095,1031,1064,0.492124105,0.507875895
17031030604,17031030604,2976,1592,1384,0.534946237,0.465053763
17031030900,17031030900,3028,2216,812,0.731836196,0.268163804
17031031000,17031031000,3656,2674,982,0.731400438,0.268599562
17031031100,17031031100,4402,3053,1349,0.693548387,0.306451613
17031031501,17031031501,4083,1593,2490,0.390154298,0.609845702
17031031502,17031031502,4354,1571,2783,0.360817639,0.639182361
17031031700,17031031700,6570,3811,2759,0.580060883,0.419939117
17031031800,17031031800,1820,1371,449,0.753296703,0.246703297
17031031900,17031031900,2304,1793,511,0.778211806,0.221788194
17031032100,17031032100,7052,4866,2186,0.690017016,0.309982984
17031040202,17031040202,7249,4201,3048,0.579528211,0.420471789
17031040300,17031040300,3069,1984,1085,0.646464646,0.353535354
17031040600,17031040600,2434,2034,400,0.835661463,0.164338537
17031050200,17031050200,4837,4040,797,0.835228447,0.164771553
17031050300,17031050300,2365,1982,383,0.838054968,0.161945032
17031050600,17031050600,2071,1850,221,0.893288267,0.106711733
17031050900,17031050900,1391,1167,224,0.838964774,0.161035226
17031051000,17031051000,1503,1289,214,0.857618097,0.142381903
17031051100,17031051100,1556,1367,189,0.878534704,0.121465296
17031060300,17031060300,2839,2509,330,0.883761888,0.116238112
17031060400,17031060400,3370,3036,334,0.900890208,0.099109792
17031060900,17031060900,6867,5421,1446,0.789427698,0.210572302
17031061902,17031061902,4240,3616,624,0.852830189,0.147169811
17031062400,17031062400,1421,1306,115,0.919071077,0.080928923
17031062800,17031062800,3506,3188,318,0.909298346,0.090701654
17031063100,17031063100,2173,1883,290,0.866543948,0.133456052
17031063400,17031063400,2180,1874,306,0.859633028,0.140366972
17031070101,17031070101,3796,3321,475,0.874868282,0.125131718
17031070300,17031070300,3367,3025,342,0.898425898,0.101574102
17031070700,17031070700,3481,2766,715,0.794599253,0.205400747
17031071000,17031071000,4442,3809,633,0.857496623,0.142503377
17031071300,17031071300,3513,3148,365,0.896100199,0.103899801
17031071600,17031071600,1783,1543,240,0.865395401,0.134604599
17031071700,17031071700,1652,1330,322,0.805084746,0.194915254
17031080201,17031080201,3287,2941,346,0.894736842,0.105263158
17031080400,17031080400,4317,1545,2772,0.357887422,0.642112578
17031081600,17031081600,3545,2811,734,0.792947814,0.207052186
17031100300,17031100300,6177,5704,473,0.923425611,0.076574389
17031110100,17031110100,5254,4294,960,0.817282071,0.182717929
17031110400,17031110400,4352,3504,848,0.805147059,0.194852941
17031140100,17031140100,3729,1808,1921,0.484848485,0.515151515
17031140200,17031140200,5965,3086,2879,0.517351215,0.482648785
17031140601,17031140601,2786,1353,1433,0.485642498,0.514357502
17031140602,17031140602,5397,2405,2992,0.445617936,0.554382064
17031140701,17031140701,2933,1421,1512,0.484486874,0.515513126
17031140702,17031140702,6187,2872,3315,0.464199127,0.535800873
17031150501,17031150501,3648,2973,675,0.814967105,0.185032895
17031160501,17031160501,4188,2060,2128,0.491881566,0.508118434
17031160601,17031160601,3490,2195,1295,0.628939828,0.371060172
17031160602,17031160602,3589,2300,1289,0.640847033,0.359152967
